Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
LP_S77_2 X77 Landrace LP Rhizosphere 2 P06 29 0 5 4 0 20 7 0 0 0 37 0 643 0 0 0 0 0 24 0 0 0 0 0 0 0 0 1384 0 0 546 0 0 0 8 0 2 0 325 104 103 3 0 94 0 6 0 0 53 30 0 0 15 0 0 0 0 0 139 0 0 0 0 0 0 10 205 0 0 8 0 0 0 2 0 0 7 14781 0 22 25 0 0 11 0 271 0 3 3 0 0 0 0 0 5 0 0 0 0 16761 15 0 0 0 0 0 0 0 0 0 19 0 0 0 0 2 2 0 3 10 0 0 4 2 175 23 14 0 257 31 105 22 0 43 9 2 9 290 0 936 0 115 0 0 183 0 13 25 10 0 19 835 0 0 52 0 265 233 49 478 39 92 25 9 0 0 0 13 0 148 35 3806 0 3679 1138 26693 17811 0 5 0 0 0 0 357 26 0 3 0 0 2 0 0 0 24 0 0 0 34 0 0 30 0 0 170 31 149 152 0 10 624 5 0 38 0 0 181 19 0 0 5 0 0 0 0 326 0 0 0 0 751 163 0 81 4 7 65 38 461 865 122 0 0 95 5 23 497 21 21
LP_S77_3 X77 Landrace LP Rhizosphere 3 P06 53 0 0 4 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 8 0 0 0 0 242 0 0 71 0 0 0 11 0 10 0 123 18 62 4 0 0 4 6 0 3 23 77 0 0 0 0 0 0 0 0 400 0 0 0 0 76 0 10 227 0 0 0 0 0 0 0 0 0 2 126 0 148 24 0 17 0 0 110 0 0 0 0 0 0 0 0 11 0 0 0 0 4430 0 0 0 0 0 0 0 0 0 8 0 0 0 0 2 0 0 0 6 12 0 0 0 0 0 0 0 46 74 7 98 0 0 12 5 0 6 988 0 464 0 13 0 0 67 139 7 21 0 0 16 181 0 0 0 0 401 92 0 95 0 0 9 0 0 0 0 0 0 0 208 5239 0 4387 310 5614 2824 0 2 0 5 0 0 224 28 0 0 0 4 5 0 0 0 17 0 0 0 14 0 0 0 3 0 88 2 187 57 0 702 4469 39 0 103 0 17 66 121 0 0 7 0 3 8 0 188 0 0 107 0 2448 314 9 111 17 8 34 6 77 148 31 0 0 0 7 0 15 0 0
LP_S78_1 X78 Landrace LP Rhizosphere 1 P06 19 0 0 0 0 8 33 0 121 0 32 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 231 0 52 134 0 12 13 13 0 2 0 283 54 110 12 5 11 0 8 4 5 26 98 0 12 8 0 0 0 0 7 266 6 17 3 26 0 0 24 255 0 0 5 4 9 0 4 23 0 0 25 44 149 120 0 39 34 0 993 0 0 14 0 14 0 3 30 0 0 2 0 0 2062 0 0 0 0 3 0 0 0 0 14 32 0 9 0 6 2 0 0 4 37 0 6 0 0 0 16 23 0 206 0 158 0 0 48 16 0 37 375 6 117 0 113 0 0 103 0 355 54 21 0 100 157 61 0 23 43 4150 3875 327 26 159 12 23 347 0 0 0 0 0 0 22017 6402 10 1115 19923 426 14546 0 0 0 6 0 0 895 50 0 0 0 0 0 0 0 0 43 0 27 52 0 0 24 11 0 0 58 4 90 109 95 0 293 0 0 65 0 98 291 748 0 41 14 5 5 0 0 275 16 0 0 0 6685 149 0 138 4 0 64 27 150 39 57 0 0 0 26 0 54 0 0
LP_S78_2 X78 Landrace LP Rhizosphere 2 P06 21 0 0 0 0 0 10 0 28 0 14 0 31 0 0 11 0 0 21 0 0 0 0 0 0 0 0 1214 0 0 242 0 0 0 10 0 0 0 129 33 33 0 0 8 10 4 0 0 0 24 0 0 23 0 0 0 0 0 52 0 3 0 0 0 0 3 75 0 0 0 0 0 0 0 0 0 4 5696 17 14 20 0 0 0 0 194 0 2 0 0 0 0 0 0 0 0 0 0 0 1202 23 18 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 8 14 0 58 61 47 12 0 27 9 0 10 226 0 666 0 713 0 0 78 0 139 17 233 38 0 176 11 0 167 0 225 356 0 776 54 24 8 45 0 0 0 19 0 2936 6307 428 0 59385 704 4938 14113 0 7 0 3 0 0 287 18 0 60 0 0 2 0 0 2 18 0 0 0 0 19 0 0 0 0 55 0 67 33 0 57 369 5 0 17 0 13 75 0 0 17 0 0 3 15 0 158 0 0 0 0 400 38 0 88 7 7 10 0 34 635 34 0 0 3 27 6 25 0 84
LP_S78_3 X78 Landrace LP Rhizosphere 3 P06 0 0 0 7 0 0 0 0 24 0 0 0 8 0 0 0 0 6 0 6 0 8 0 0 0 0 5 399 0 0 81 0 3 0 10 0 0 0 60 0 34 0 0 0 0 39 0 0 20 21 0 0 0 0 0 0 0 0 86 0 0 0 0 21 0 12 161 0 0 0 0 3 0 0 0 0 0 86 13 20 14 0 0 0 0 153 0 4 0 0 0 0 0 0 5 0 0 4 0 138 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3486 5 0 0 0 0 0 0 5 83 172 47 73 0 0 37 5 0 34 1279 0 530 0 494 0 0 39 0 5 22 0 9 20 218 15 0 0 0 388 829 0 695 0 0 5 0 0 0 0 0 0 0 12685 302 0 49151 1330 1590 13976 0 2 0 4 0 0 375 16 0 6 0 0 0 0 0 0 13 0 0 0 0 15 3 0 0 0 72 0 38 67 0 41 800 176 0 208 0 47 140 337 0 13 10 0 3 8 0 151 0 6 42 0 1515 965 0 41 10 0 28 5 24 109 17 0 0 0 0 0 13 4 0
LP_S79_1 X79 Landrace LP Rhizosphere 1 P16 0 0 6 0 0 24 58 0 281 0 43 11 5 0 0 122 0 62 281 26 0 54 0 0 0 0 7 9280 0 4717 6278 0 22 0 42 0 0 0 367 52 198 0 6 9 11 38 65 0 31 88 4 75 0 0 0 0 0 14 1786 14 0 0 4 0 0 60 922 0 11 10 0 0 0 20 51 0 21 0 11 31 79 0 27 35 0 1636 171 24 38 4 14 0 0 0 29 0 0 0 0 75 0 2 0 16 7 7 6 0 0 14 41 0 0 6 65 6 0 4 19 74 0 0 0 2 0 52 0 0 316 0 512 266 11 114 19 0 68 1472 28 193 0 66 0 0 106 36 90 177 217 0 163 280 94 0 19 5 1902 2538 278 11 69 0 78 39 0 0 21 0 33 5 1354 13441 42 184 1630 206 3123 11 8 17 21 125 0 2378 120 0 0 0 0 5 0 4 0 268 108 72 230 89 0 0 22 13 0 154 801 124 148 61 14 625 20 0 146 0 45 247 692 335 54 14 12 21 0 0 1139 89 48 0 0 3985 230 47 632 42 10 140 83 172 356 1550 19 0 0 5 8 22 29 0
LP_S79_2 X79 Landrace LP Rhizosphere 2 P16 42 0 5 0 0 0 9 0 21 0 0 0 480 0 0 0 0 17 9 0 0 0 5 7 0 0 6 906 0 0 177 0 0 2 6 0 0 0 154 21 32 2 3 7 0 7 0 0 19 17 0 0 81 0 0 0 0 0 62 0 0 0 0 8 0 13 170 0 0 0 0 0 0 0 0 0 0 28 0 28 15 11 0 0 0 181 0 5 0 0 0 0 0 0 3 0 0 69 0 6128 16 0 0 0 0 0 0 0 0 6 0 0 3 0 2 0 0 0 2 6 0 0 0 0 0 8 9 0 46 21 61 13 0 46 9 0 9 407 4 461 0 112 0 0 68 0 24 9 7 8 19 67 0 0 74 0 503 568 32 807 58 40 0 14 0 0 0 11 0 188 160 645 0 19501 31951 12723 44336 0 0 0 0 0 0 350 18 0 5 0 0 3 0 0 0 12 0 0 0 11 0 4 8 4 0 61 56 136 36 0 13 1871 251 0 24 0 0 99 41 0 38 5 0 0 0 0 186 0 0 0 0 763 75 0 65 5 6 22 6 35 644 254 0 0 146 15 0 23 0 31
LP_S79_3 X79 Landrace LP Rhizosphere 3 P16 63 0 0 18 7 0 17 0 68 0 31 0 103 0 0 0 0 18 12 31 0 17 0 0 0 0 11 526 0 0 159 0 0 0 55 0 3 0 159 29 90 0 0 0 16 29 3 3 11 79 6 0 0 0 0 0 0 9 629 0 0 7 4 0 127 95 1239 8 5 0 0 3 0 13 8 0 3 22397 15 51 46 0 0 0 21 1054 0 6 12 3 14 0 0 0 6 0 3 0 0 1724 0 0 0 0 2 7 0 0 0 0 42 0 0 0 83 4 0 0 131 99 0 0 0 4 0 24 7 507 236 22 378 48 0 124 12 4 68 1013 6 1403 0 66 0 0 271 56 0 89 0 0 72 474 28 0 0 0 308 294 57 260 0 0 29 0 5 0 0 0 0 0 6369 1556 41 2447 10034 1224 6023 7 4 9 52 377 18 3412 138 0 0 0 2 7 5 2 0 146 78 0 0 37 37 5 9 4 0 735 2239 144 893 59 2950 1943 122 0 524 0 72 348 432 39 0 21 13 11 10 0 828 0 0 0 0 3163 1394 111 194 104 5 288 5 213 3674 128 0 0 0 5 4 34 12 0
LP_S8_1 X8 Landrace LP Rhizosphere 1 P06 94 0 0 8 0 0 33 0 133 24 24 0 52 0 0 0 0 0 0 83 0 10 0 0 10 6 8 1383 348 183 1827 2823 0 4 28 0 5 0 617 110 192 0 8 14 9 16 7 3 349 446 2 677 0 0 0 0 0 3 393 7 9 0 6 0 106 57 801 0 0 10 13 0 0 0 7 0 2 2 229 460 274 0 55 41 0 1250 0 16 54 8 0 3 27 0 4 0 0 0 0 134 0 0 0 392 0 4 0 0 0 15 24 0 7 2 64 12 2 0 43 143 23 0 14 0 0 22 8 26 0 0 430 20 0 90 13 0 57 598 5 826 0 89 0 11 143 149 122 71 0 144 193 169 115 0 117 0 2085 4911 68 24 1945 0 77 1728 0 0 0 0 20 0 0 725 32 823 165 155 2595 0 7 9 18 144 0 1124 80 0 4 6 0 16 4 2 0 189 40 36 38 26 24 22 2 2 0 79 0 62 131 58 26 477 6 0 79 0 0 169 71 19 0 8 4 0 0 15 444 0 0 57 0 2916 281 0 146 189 4 37 5 215 198 27 48 0 0 22 46 150 5 21
LP_S8_2 X8 Landrace LP Rhizosphere 2 P06 31 0 0 0 5 0 25 0 36 0 40 0 250 0 0 23 0 0 35 0 14 22 20 0 0 0 26 1639 31 0 621 0 21 2 10 0 0 0 71 7 30 0 3 0 7 9 0 0 9 16 0 2 29 0 0 0 0 0 55 5 0 0 0 0 0 7 134 0 0 0 0 4 0 0 0 0 0 0 0 52 21 30 0 0 0 121 0 4 2 0 0 0 0 0 0 0 0 0 0 167 0 0 0 0 0 0 0 0 0 0 8 0 0 0 5 0 0 0 0 0 15 0 0 0 0 10 7 48 0 0 149 0 0 73 16 0 27 328 10 2189 0 92 571 0 156 27 8 7 35 0 14 44 11 0 66 17 1431 307 112 713 37 396 37 29 0 0 0 0 23 13 5 1855 11 5098 1124 47443 32383 0 6 3 0 0 0 342 16 0 0 0 0 0 0 2 3 30 0 0 0 22 0 0 5 6 0 41 27 48 33 0 9 172 10 0 25 0 0 127 21 16 0 0 0 0 0 0 220 14 0 0 0 458 47 0 57 10 7 19 4 25 1818 68 49 0 0 58 3 43 4 8
LP_S8_3 X8 Landrace LP Rhizosphere 3 P06 70 0 0 20 0 24 9 0 46 0 18 4 6 0 0 0 0 0 17 0 0 0 0 0 0 0 0 576 0 0 129 0 0 3 8 0 7 0 67 29 37 6 2 11 0 2 0 9 0 14 0 0 0 0 0 0 0 0 52 0 5 0 0 0 0 54 310 0 0 0 0 12 0 0 0 0 9 110 12 76 87 0 0 0 27 326 0 14 0 2 5 0 12 0 0 0 0 0 0 133 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 2 0 41 0 0 9 0 0 0 18 0 0 78 0 0 66 9 0 10 10714 0 915 0 26 0 0 111 63 41 24 0 0 543 90 0 0 0 0 267 538 23 27 25 90 11 0 5 0 0 10 0 0 0 283 18 74 736 1080 1816 2 10 0 6 0 0 1032 33 0 0 0 2 0 0 0 0 32 0 0 12 0 0 0 0 18 0 34 9 48 29 0 0 488 555 0 32 0 0 78 40 21 0 20 7 0 0 0 213 0 0 265 0 937 29 27 126 0 27 27 23 21 202 0 11 0 0 2 0 34 2 0
LP_S80_1 X80 Landrace LP Rhizosphere 1 P06 90 0 0 33 0 15 39 0 212 0 23 0 11 0 0 5 0 9 21 28 0 0 0 0 11 0 0 284 0 79 691 31 0 15 34 0 0 0 319 42 139 10 0 11 6 148 6 0 34 145 0 8 0 0 0 0 0 12 941 11 25 4 3 0 0 74 2805 16 5 9 0 0 3 24 17 0 15 845 33 132 154 23 50 27 15 1876 168 12 23 0 5 0 20 30 33 0 3 0 0 3709 0 0 0 4 9 0 624 0 0 43 51 0 7 0 90 7 0 0 15 97 0 0 6 2 0 30 0 0 440 0 291 33 0 118 37 0 69 1969 16 352 0 456 0 0 99 107 183 125 45 179 95 664 211 0 11 36 4221 3124 555 0 109 60 97 15 0 0 0 0 8 0 300 3849 19 364 1639 264 14463 9 6 12 0 571 0 2088 130 0 46 0 6 29 4 0 0 229 57 49 84 87 58 0 2 22 0 125 5 161 336 141 14 23377 28 0 107 0 34 483 493 31 237 17 11 5 0 28 2043 0 0 0 0 3679 228 77 801 21 3 76 35 263 137 103 0 0 0 7 4 54 30 0
LP_S80_2 X80 Landrace LP Rhizosphere 2 P06 90 0 0 4 0 0 29 0 35 0 33 0 125 11 0 11 0 0 0 11 0 0 10 0 0 0 0 1804 34 0 344 0 0 0 7 0 0 0 124 44 58 2 4 0 10 9 4 0 75 35 0 0 20 0 0 0 0 0 110 0 0 0 0 21 0 52 308 0 0 0 0 0 0 0 3 0 9 134 10 31 30 18 0 0 32 564 0 0 0 2 0 0 2 0 11 0 0 0 0 13757 11 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 12 13 0 0 0 0 6 6 527 0 157 2115 159 28 0 60 37 0 26 336 9 1275 0 1040 0 0 829 41 37 23 0 49 21 175 0 0 2000 0 1982 2673 132 1179 318 231 12 10 0 10 0 24 0 121 151 3127 0 26473 3562 23803 23525 2 0 0 4 0 0 6493 87 0 9 0 0 3 0 2 9 35 0 10 40 0 0 5 12 9 0 77 0 132 52 0 43 653 5 0 62 0 0 267 273 69 0 11 0 0 7 0 330 0 8 0 0 1079 94 0 113 19 7 44 20 92 1172 50 0 3 70 6 4 27 21 30
LP_S80_3 X80 Landrace LP Rhizosphere 3 P06 20 36 0 14 0 27 0 14 47 137 28 0 110 43 0 0 0 0 16 0 0 22 10 0 0 0 10 1976 0 229 674 0 2 6 33 0 0 0 207 54 115 4 0 13 80 22 4 0 14 48 0 0 0 3 0 0 0 9 693 0 0 0 0 0 0 37 776 0 11 9 0 0 0 0 3 10 9 35 10 112 50 0 17 0 0 1239 0 13 113 0 6 0 0 0 0 0 4 0 0 14378 0 0 0 0 0 0 0 0 0 0 10 0 0 0 17 0 0 0 64 71 12 0 10 0 0 12 0 29 182 33 259 16 0 76 19 8 176 2619 9 1659 0 60 0 0 263 86 11 241 0 9 143 1210 36 0 0 0 611 587 20 405 11 0 27 0 11 0 0 0 0 5 2283 952 33 5707 700 1337 7045 4 6 6 20 242 14 1700 94 0 23 0 0 5 3 5 0 103 35 26 45 40 25 3 14 18 0 311 10 136 262 0 261 951 90 0 16263 0 124 499 982 49 0 127 7 93 0 0 536 0 14 44 0 2319 493 16 156 145 4 636 23 79 1598 57 0 0 0 11 12 276 24 0
LP_S81_1 X81 Landrace LP Rhizosphere 1 P16 0 0 0 8 0 33 14 0 28 20 26 0 32 0 0 0 0 0 0 0 0 5 0 0 8 0 0 2095 44 0 658 0 4 0 12 0 0 0 97 14 77 6 0 15 9 11 0 0 13 55 0 138 0 0 0 0 0 0 505 5 0 0 8 0 0 16 203 0 0 9 9 0 0 0 19 0 0 0 13 27 56 0 18 0 0 535 0 91 10 0 0 3 0 0 15 0 0 0 0 2598 0 0 0 0 0 0 16 8 0 0 12 0 0 0 0 2 6 0 11 16 0 0 0 3 0 6 0 0 87 0 63 0 0 18 25 0 18 891 7 161 3 21 0 0 48 28 20 18 64 0 67 507 38 0 0 0 3627 6524 661 133 607 0 21 0 0 0 0 0 0 0 37 18450 0 761 1429 100 6151 5 2 0 0 55 0 434 21 0 12 0 0 5 0 0 0 37 33 19 48 0 0 4 2 8 0 56 2 125 141 97 77 420 8 0 23 0 0 269 54 29 0 12 0 4 8 0 249 15 0 35 0 1473 106 30 189 0 0 21 8 155 110 75 0 0 0 16 0 34 2 0
LP_S81_2 X81 Landrace LP Rhizosphere 2 P16 272 21 0 0 0 3 0 11 35 0 17 0 48 0 0 0 7 0 7 0 0 19 0 0 0 0 0 1010 68 0 682 0 0 0 14 0 0 0 143 47 56 2 6 0 16 23 0 0 6 27 0 0 17 0 0 0 0 0 108 0 0 0 2 0 0 9 253 0 0 30 0 0 0 2 0 0 4 33 14 20 83 0 14 0 0 274 0 6 0 2 0 0 2 0 1187 707 0 0 0 1946 0 0 0 0 4 4 0 0 0 0 0 0 0 0 10 2 0 0 5 8 0 0 0 0 0 5 12 0 29 34 121 32 0 66 9 0 23 600 0 517 0 1412 0 0 134 0 322 10 0 194 62 109 0 0 50 12 838 401 22 660 214 205 21 211 6 0 0 0 0 39 163 1190 0 5647 701 34539 39352 0 0 2 7 93 0 962 41 0 0 0 0 0 0 0 0 46 6 0 0 22 0 4 0 0 0 76 5 126 123 0 105 523 6 0 49 0 16 158 168 0 9 0 0 0 0 0 205 0 0 65 0 661 79 0 77 0 4 74 11 71 686 18 0 0 20 20 6 19 8 77
LP_S81_3 X81 Landrace LP Rhizosphere 3 P16 24 0 0 5 5 49 7 0 30 18 0 0 93 0 0 7 0 0 20 0 0 7 0 0 0 0 3 684 0 0 223 0 0 0 22 0 0 0 135 32 51 3 0 0 9 21 0 3 23 23 0 0 0 0 0 0 0 0 320 0 0 0 3 0 4 10 273 0 0 0 0 0 0 0 0 0 0 83 0 26 28 0 0 14 0 259 0 0 0 0 0 0 0 0 414 0 4 0 0 1294 0 0 0 0 0 2 0 0 0 6 0 0 0 0 4 0 0 0 30 15 0 0 0 6 2 0 0 0 202 19 121 0 0 45 11 0 20 1743 0 1093 0 36 0 0 69 50 57 45 0 0 178 306 34 0 0 0 660 335 0 2033 0 0 12 9 0 0 0 0 0 0 516 1754 7 1349 1102 3025 48789 0 0 0 7 0 7 1798 27 0 2 2 0 6 0 0 0 55 0 12 0 21 0 0 0 2 0 538 3 72 98 0 80 1322 62 0 255 0 43 472 292 28 0 18 0 5 7 0 376 0 0 188 0 1584 190 9 66 12 2 55 10 48 312 61 0 0 0 0 0 10 11 0
LP_S82_1 X82 Landrace LP Rhizosphere 1 P09 61 0 6 83 0 35 11 0 66 0 19 0 17 0 0 8 0 0 0 0 17 9 0 0 0 0 4 464 0 0 246 0 0 7 17 0 0 0 110 17 61 0 0 9 8 10 4 4 18 87 0 25 0 0 0 0 0 0 282 23 0 0 13 0 0 40 448 0 5 11 0 0 0 11 7 3 0 0 23 39 53 0 0 22 0 467 0 20 23 8 0 0 4 48 58 0 0 0 0 53 0 0 0 25 0 8 15 7 0 30 26 0 2 0 28 0 0 2 15 70 0 2 0 0 0 25 0 0 70 0 111 34 0 35 21 0 17 267 6 92 3 22 0 0 0 37 0 23 64 0 17 79 28 0 2 0 949 669 103 0 58 0 27 20 0 0 0 11 0 0 0 818 14 14092 34936 8593 1259 0 5 0 23 0 0 763 59 0 11 0 4 0 0 3 0 76 35 22 0 72 33 10 5 5 0 44 0 21 61 0 12 631 0 0 45 0 0 183 58 18 0 9 0 5 0 0 314 0 0 47 0 1138 123 44 211 14 6 45 8 95 45 66 0 0 0 0 0 16 16 0
LP_S82_2 X82 Landrace LP Rhizosphere 2 P09 0 33 0 25 0 0 25 15 199 20 58 0 44 0 22 0 0 0 0 20 0 0 14 17 0 0 69 3539 117 0 905 39 18 9 52 0 0 0 97 44 74 3 20 28 24 11 3 0 7 65 6 0 0 0 137 0 0 0 117 16 10 0 0 0 5 22 217 0 0 0 0 3 0 16 0 0 0 0 27 20 41 0 0 0 0 413 42 13 8 0 0 0 3 0 0 0 0 0 0 53 0 0 0 0 0 0 96 0 0 19 0 0 0 0 15 0 0 0 8 35 0 0 8 4 0 27 0 0 26 0 87 0 0 163 31 0 41 398 12 1620 0 168 0 0 153 0 164 24 98 87 266 2310 13 25 111 50 442 274 128 467 17 160 41 8 15 0 5 10 0 942 10 512 12 6420 75 23658 46924 9 16 15 20 201 0 1356 36 0 0 4 0 13 9 0 0 79 17 0 0 18 45 3 17 80 0 124 21 103 99 0 12 191 5 0 66 0 0 139 28 15 0 54 10 5 0 0 440 9 0 0 0 539 206 12 131 38 48 49 8 105 552 53 0 0 0 4 5 9 17 0
LP_S82_3 X82 Landrace LP Rhizosphere 3 P09 29 0 0 0 0 21 0 0 38 0 16 0 11 0 0 9 0 0 26 0 23 8 0 0 0 0 0 430 0 0 157 0 0 0 21 0 0 0 177 34 70 9 0 11 30 20 4 3 12 35 0 0 0 0 0 0 0 0 189 0 2 0 2 26 0 13 165 0 0 10 0 0 0 0 17 0 0 25 9 53 266 0 30 34 0 548 48 6 0 0 0 2 0 0 0 0 0 0 0 4423 0 0 0 2 0 0 0 0 0 4 0 0 0 0 5 0 5 0 60 24 0 0 0 0 3 0 32 111 16187 0 126 266 0 31 28 4 58 652 0 3341 25 310 0 0 137 139 298 30 0 9 490 171 24 0 0 0 457 508 74 9295 15 0 9 11 13 0 0 0 0 0 22 1199 0 505 7370 851 47035 3 3 5 20 0 0 521 30 0 0 0 0 0 0 0 0 44 21 0 0 34 0 8 7 52 0 43 0 153 148 0 40 298 11 0 484 0 15 173 246 19 0 0 4 0 0 0 273 0 0 38 0 877 120 0 90 0 7 15 9 167 581 32 38 0 0 9 0 50 8 0
LP_S83_1 X83 Landrace LP Rhizosphere 1 P16 3 0 0 13 0 15 22 0 67 0 0 0 104 0 0 0 0 0 0 20 0 6 0 7 0 0 0 2310 0 0 707 0 0 2 44 0 0 0 130 41 70 0 6 0 10 5 4 5 102 303 2 277 0 0 0 0 0 0 441 0 5 0 16 0 0 31 802 0 10 6 0 0 4 9 3 0 22 0 14 77 76 0 27 40 0 1252 0 27 19 8 3 0 3 0 6 0 0 0 0 16 0 0 0 0 0 0 8 19 0 29 46 0 6 0 39 0 0 0 49 47 17 0 0 4 0 0 0 0 4295 0 187 0 0 45 29 2 35 487 0 624 0 5 0 0 89 41 0 65 0 56 44 145 39 0 0 21 2745 4119 105 16 146 0 48 12 0 0 0 0 0 0 12 534 35 409 520 121 19088 5 3 6 6 161 12 1545 105 4 15 0 0 12 8 0 0 130 43 51 101 45 0 0 0 3 0 162 0 96 104 0 0 341 12 0 39 0 22 104 41 0 27 3 5 10 0 0 462 0 24 0 14 1382 466 0 130 0 18 19 4 326 63 36 0 0 0 0 2 46 22 0
LP_S83_2 X83 Landrace LP Rhizosphere 2 P16 51 0 0 34 237 0 45 0 110 0 42 6 280 19 0 0 15 0 0 0 52 9 10 0 17 22 161 6861 56 0 843 0 0 4 29 0 0 0 156 65 117 0 9 10 330 28 2 9 57 115 8 11 41 0 75 6 0 0 198 13 0 7 3 0 7 25 357 0 0 5 0 0 0 16 6 0 8 3 12 28 29 0 44 0 0 775 71 19 16 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 5 0 0 0 14 16 0 0 5 22 0 0 0 23 30 0 0 11 7 6 60 0 0 81 0 146 19 0 86 69 0 17 497 24 1057 4 44 0 0 94 0 101 15 0 15 42 118 0 6 23 0 1420 713 21 8314 174 120 43 13 8 0 0 27 0 45 49 1690 23 2173 234 49515 23782 4 7 3 13 0 0 605 50 4 9 6 0 5 0 4 32 58 21 16 42 0 0 6 15 2 0 126 0 102 72 0 14 5009 27 0 63 0 17 174 35 35 0 16 8 8 0 0 327 54 0 0 0 1163 108 0 136 38 18 34 9 115 1335 258 0 0 4 124 7 21 0 4
LP_S83_3 X83 Landrace LP Rhizosphere 3 P16 101 0 0 19 0 13 8 0 46 0 30 0 23 0 0 0 19 0 0 37 0 17 0 0 0 0 0 552 28 183 143 0 21 0 39 0 0 0 221 53 119 3 0 0 14 16 2 4 33 55 0 0 2 0 0 0 0 0 448 0 6 0 2 0 0 21 330 0 0 0 0 0 0 4 0 0 4 446 13 63 226 0 65 0 0 381 0 7 0 0 9 0 0 0 0 0 0 0 0 2195 0 0 0 0 0 2 0 0 0 3 0 0 0 0 11 0 0 0 12 27 0 0 0 0 93 11 0 62 179 19 116 15 0 47 16 0 47 2798 0 4633 937 229 0 0 126 67 251 47 0 0 462 159 21 0 0 0 4423 2318 1727 559 19 0 21 7 14 0 0 0 0 0 50 1026 0 2981 2041 6505 63496 3 12 9 0 75 0 1049 31 0 7 0 5 5 0 0 0 106 21 9 0 31 13 3 9 0 0 51 0 49 107 48 21 596 221 0 46 0 15 137 214 27 0 25 0 2 6 0 392 0 0 27 0 1643 138 0 138 0 7 22 9 459 197 37 32 4 0 0 0 31 2 0
